url,platform,account_name,followers,date_posted,description,content_type,views,likes,replies,retweet/repost
https://www.threads.com/@_dnsdenisayn/post/DdSryb1lLps,Threads,_dnsdenisayn,,"9/15/2026, 2:54:05 AM",KEJUTAN APEEEEEEE? 😩,post,,,2191,80
https://www.threads.com/@_kriswijaya/post/DdUeq7-iFWc,Threads,_kriswijaya,,"9/15/2026, 7:37:56 PM","Silakan kamu healing ke alam ya kak Maudy, soalnya kami lagi ga bisa, hutan kami dibakar, tanah kami dikeruk batubaranya, bauksitnya diambil negara supaya kamu bisa goreng ayam, supaya listrik di rumahmu tetap menyala, kami dipaksa hidup menghirup asap beracun dan menganggap ini normal agar kamu bisa benaran hidup normal menghirup oksigen yang bersih.",post,,,1,0
https://www.threads.com/@_kriswijaya/post/DdUeq84iOvH,Threads,_kriswijaya,,"9/15/2026, 7:37:57 PM","sehat terus ya kak Maudy Ayunda semoga kk tidak mengalami seperti yang kami alami, oh iya kakak dapat salam dari bayi bayi dan lansia yg nafasnya sesak dan harus menggunakan tabung oksigen untuk bertahan, dapat salam juga dari mereka yg sekarang menderita ISPA dan penyakit pernafasan lainnya, maaf karena kabar mereka jadi badnews yg harus kk dengar ya, mereka emang kurang pantas kok untuk diperhatikan oleh orang sekelas kak Maudy ya kan ☺️",post,,,1,0
https://www.threads.com/@adamakbarwibowo/post/DdUbUabkzyo,Threads,adamakbarwibowo,,"9/15/2026, 7:08:39 PM","Lagi rame pada bahas maudy ayunda, mau info aja hal tersebut juga lagi rame di skena MLBB akhir-akhir ini, perihal konten clip cari-cari masalah yang dikemas menjadi clip ragebait yang mengundang orang awam jadi ikut tersulut emosi tanpa tau konteks yang sebenarnya, beliau salah satu korbannya 
yt: set1awanade",post,,,1,0
https://www.threads.com/@afifpermana/post/DdUzF28k37q,Threads,afifpermana,,"9/15/2026, 10:36:23 PM",Maudy Ayunda ternyata bisa juga main bayar buzzer wkwk,post,,,0,0
https://www.threads.com/@aktivisantiseksbebas/post/DdUe3UCEtcM,Threads,aktivisantiseksbebas,,"9/15/2026, 7:39:38 PM","Bukan Kak, Kalo Kata Primbon Jawa energinya Maudy Ayunda itu HIGH PRIESTESS jadi secara natural banyak yang benci. Cahaya mentrigger kegelapan, shadow orang. Banyak yg sampe ngehate comment.. Banyak orang begini, contoh bagusnya dia. Termasuk saya juga",post,,,0,0
https://www.threads.com/@alkhatamy__/post/DdUaTlTgWcz,Threads,alkhatamy__,,"9/15/2026, 6:59:48 PM","Mindfullnes in the age of badnews.
Gausah sok2an inggris dah. Lu kira itu stoicism?. Itu namanya acuh, ignorance, tone deaf. Lu egois cuma mikirin hidup lu sendiri karena hidup lu enak, mudah, nyaman. Pernah ga lu mikirin gimana orang yang hari2nya cuma bisa survival padahal mereka juga punya mimpi yang sama kaya elu tapi kehalang previlege. Bener kata orang, terlalu sering ngerasain hidup nyaman itu ga baik, lu jadi gabisa memanusiakan manusia🥀",post,,,0,0
https://www.threads.com/@anaktopik/post/DdUYoZeEgJk,Threads,anaktopik,,"9/15/2026, 6:45:10 PM",Semakin yakin maudy ayunda posting gitu karena agenda yg lebih besar. Makanya bisa terorganisir narasinya.,post,,,0,0
https://www.threads.com/@aris.handkook/post/DdU1VZpE8r_,Threads,aris.handkook,,"9/15/2026, 10:55:59 PM","Sama Maudy Ayunda min, biar sepatunya makin ringan kayak kita  gak banyak baca bad news... Gitu",post,,,0,0
https://www.threads.com/@ayanaalsenani/post/DdUagFICO9y,Threads,ayanaalsenani,,"9/15/2026, 7:01:30 PM",Maudy Ayunda is a Sagittarian. 🙂,post,,,0,0
https://www.threads.com/@ayurianing/post/DdTvuRFD65g,Threads,ayurianing,,"9/15/2026, 12:47:42 PM","Yg gue bingung kok dia gak paham kalo bahasa itu bukan cuma kata2 dr mulutnya tapi juga materi visual yang dia tawarkan. Jaket almamater stanford yg dia pake, kitchen apartment set yg terlihat mahal bahkan ada alat dapur yg terasa asing, bahan2 makanan utk sarapan yg sengaja dia sebutkan yg tergolong mahal juga. Pemain film masa gak tau kalo wardrobe, aksesoris & setting latar juga ngasih rasa ke penonton.",post,,,9,14
https://www.threads.com/@bagasracka/post/DdUtG3Tk70A,Threads,bagasracka,,"9/15/2026, 9:44:05 PM","@meta.ai Jelaskan arti Mindfulness dan berikan contoh penerapannya dan tanpa penerapannya. Contoh skenarionya adalah Maudy Ayunda seorang tentara garis depan yang memiliki penguasaan mental level basic, pada perang dunia ke 2.",post,,,4,0
https://www.threads.com/@bagasracka/post/DdUvzpyEyDP,Threads,bagasracka,,"9/15/2026, 10:07:41 PM","Orang orang terlalu tenggelem sama Maudy ayunda, sedangkan ini masalah-masalah depan muka entah skala nasional atau skala bekasi - tambun PP pun masih bingung Maudy Apain.",post,,,0,0
https://www.threads.com/@behindtheserenade/post/DdUhVmcEh8K,Threads,behindtheserenade,,"9/15/2026, 8:01:15 PM",@meta.ai Kenapa Maudy Ayunda dirujak netizen?,post,,,1,0
https://www.threads.com/@bobbyliauw/post/DdU05doj1KA,Threads,bobbyliauw,,"9/15/2026, 10:55:31 PM","Bener gak sih kita suka menyerang satu sama lain dan gampang diadu domba, padahal musuh sesungguhnya adalah kaparat yg diatas?

“Devide et Empera” bangsa terpecah belah, kekuasaan yang menikmati. Kalian berantem aja antar sesama biar pengalihan isu dari yg sebenernya terjadi diatas. 

Bukannya ngomongin kebijakan yg ngawur, ini malah ngomongin previlege artis tone deaf. Salah sasaran banget gak sih?",post,,,0,0
https://www.threads.com/@cesiliadura/post/DdUaZgEkl7h,Threads,cesiliadura,,"9/15/2026, 7:00:36 PM",Template bgt drtd kl org belain maudy ayunda tbtb bawa fisik. Padahal yg ngebela juga ga cakep.,post,,,0,0
https://www.threads.com/@cetarulalabhap/post/DdUc6I4E1h0,Threads,cetarulalabhap,,"9/15/2026, 7:22:32 PM","Intinya, elu jangan bawa² followers threads ku gak nyampek 20 karena gw takut dikatain tone deaf (gw takut yaaangg bernasib sama dengan maudy ayunda serta orang lain yg mau ke jepang). Masa se-simpel gitu doang, gak nyampek di elu sih fi rofipratama",post,,,0,0
https://www.threads.com/@cetarulalabhap/post/DdUcyFCExKu,Threads,cetarulalabhap,,"9/15/2026, 7:21:26 PM","1. ‎Gini deh, kan maudy ayunda dihujat karena dia artis penerima beasiswa lpdp mana kontribusi ke rakyat nya kan jualan bisnis pake bahan utamanya dari kalimantan dan papua. Okee terus kalian katain tone deaf. 
2. ‎Di satu sisi, ada yg mau ke jepang juga sama dikatain tone deaf. Nah, elu bawa² followers gak nyampek 20 tuh aku takut kalau punya banyak followers kek maudy ayunda terus kalian ekspetasi tinggi ke aku eh malah jadi dikatain tone deaf juga aku'nya.",post,,,0,0
https://www.threads.com/@cetarulalabhap/post/DdUd5Fpk9s3,Threads,cetarulalabhap,,"9/15/2026, 7:31:08 PM","Gw ulangin yg terakhir yee rofiuiiiiii, gw takut punya banyak followers dan punya banyak duit karenaaa takut bernasib sama maudy ayunda dan orang yg mau ke jepang ini. So, cuman mau kasih alasan kenapa disini followers ku dikit karena cuman mau main aja nimbrung di threads orang lain. Dan yaa ada ketakutan itu tadi yg udah gw cerita'in, semogaa elu oaham yee rofi saya bundar",post,,,0,0
https://www.threads.com/@cincinti/post/DdUcDLzE88z,Threads,cincinti,,"9/15/2026, 7:15:02 PM","Ternyata bener ya orang yang berbahagia tanpa merusak kebahagiaan orang lain, itu sudah mulai jarang. Terbukti dari komentar di youtube Maudy Ayunda. 

Terkait pro & kontra aku nggak mau komentar. Tapi sungguh, merusak kebahagiaan orang hanya karna keinginanmu tidak terpenuhi itu egois dan itu kejahatan.",post,,,1,0
https://www.threads.com/@cindyaudrya/post/DdUZyoukzUc,Threads,cindyaudrya,,"9/15/2026, 6:55:18 PM","Gue habis stalking akun brandnya Maudy Ayunda yang fromthisisland, dan ternyata dia punya produk yang dia namai Borneo Illipie Butter, ingredients-nya dia ambil dari hutan Kalimantan, wow.

Padahal brandingnya sangat membumi sekali loh…",post,,,1,0
https://www.threads.com/@closeto_you06/post/DdUadqdEnJy,Threads,closeto_you06,,"9/15/2026, 7:01:11 PM",@meta.ai ada apa dengan maudy ayunda?,post,,,1,0
https://www.threads.com/@deddy.dst/post/DdUxKa1kxfB,Threads,deddy.dst,,"9/15/2026, 10:19:32 PM",Apakah kontribusi maudy ayunda lebih besar dr gue? Pastinya tidak.,post,,,0,0
https://www.threads.com/@dhantipening/post/DdU0YFLEjPt,Threads,dhantipening,,"9/15/2026, 10:47:36 PM","beberapa hari belakangan, threads “penuh” banget. masalah jefri nichol sama mantannya, reshuffle menkeu, atlet hyrox cipirit, maudy ayunda mindfulness, andre taulany mau nikah lagi, ed sheeran zionis, gibran kontra MBG, coros komen watch facegarmin satisfy, dll. sampai bingung ini berita beneran penting buat dikritisi atau pengalihan isu tok 😭",post,,,0,0
https://www.threads.com/@dna5591/post/DdUiOwbE2Od,Threads,dna5591,,"9/15/2026, 8:09:03 PM","Maudy ayunda mirip sama temenku. Sama2 tone deaf, sama2 anak orang kaya, sama2 berpendidikan tapi minim empati. Btw temenku itu pengacara.",post,,,0,0
